2026-03-09 23:10:31 | INFO     | FileSystemWatcher | Created watch directory: D:\Hackthon_0\Bronze_tier\AI_Employee_Vault\Inbox
2026-03-09 23:20:20 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:20:20 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:20:30 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:20:30 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:20:30 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:20:40 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:20:40 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:20:40 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:20:50 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:20:50 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:20:50 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:21:00 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:21:00 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:21:00 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:21:10 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:21:10 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:21:10 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:21:20 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:21:20 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:21:20 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:21:30 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:21:30 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:21:30 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:21:40 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:21:40 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:21:40 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:21:50 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:21:50 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:21:50 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:22:00 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:22:00 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:22:00 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:22:10 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:22:10 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:22:10 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:22:20 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:22:20 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:22:20 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:22:30 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:22:30 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:22:30 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:22:40 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:22:40 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:22:40 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:22:50 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:22:50 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:22:50 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:23:00 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:23:00 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:23:00 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:23:10 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:23:10 | DEBUG    | FileSystemWatcher | Inbox empty — nothing to process.
2026-03-09 23:23:10 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:23:20 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:23:20 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:23:20 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:23:20 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:23:30 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:23:30 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:23:30 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:23:30 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:23:40 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:23:40 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:23:40 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:23:40 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:23:50 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:23:50 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:23:50 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:23:50 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:24:00 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:24:00 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:24:00 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:24:00 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:24:10 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:24:10 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:24:10 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:24:10 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:24:20 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:24:20 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:24:21 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:24:21 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:24:31 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:24:31 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:24:31 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:24:31 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:24:41 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:24:41 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:24:41 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:24:41 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:24:51 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:24:51 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:24:51 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:24:51 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:25:01 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:25:01 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:25:01 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:25:01 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:25:11 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:25:11 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:25:11 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:25:11 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:25:21 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:25:21 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:25:21 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:25:21 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:25:31 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:25:31 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:25:31 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:25:31 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:25:41 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:25:41 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:25:41 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:25:41 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:25:51 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:25:51 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:25:51 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:25:51 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:26:01 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:26:01 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:26:01 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:26:01 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:26:11 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:26:11 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:26:11 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:26:11 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:26:21 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:26:21 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:26:21 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:26:21 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:26:31 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:26:31 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:26:31 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:26:31 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:26:41 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:26:41 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:26:41 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:26:41 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:26:51 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:26:51 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:26:51 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:26:51 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:27:01 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:27:01 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:27:01 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:27:01 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:27:11 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:27:11 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:27:11 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:27:11 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:27:21 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:27:21 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:27:21 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:27:21 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:27:31 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:27:31 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:27:31 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:27:31 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:27:41 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:27:41 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:27:41 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:27:41 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:27:51 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:27:51 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:27:51 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:27:51 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:28:01 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:28:01 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:28:01 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:28:01 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:28:11 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:28:11 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:28:11 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:28:11 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:28:21 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:28:21 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:28:21 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:28:21 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:28:31 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:28:31 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:28:31 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:28:31 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:28:41 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:28:41 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:28:41 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:28:41 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:28:51 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:28:51 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:28:51 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:28:51 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:29:01 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:29:01 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:29:01 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:29:01 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:29:11 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:29:11 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:29:11 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:29:11 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:29:21 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:29:21 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:29:21 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:29:21 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:29:31 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:29:31 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:29:31 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:29:31 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:29:41 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:29:41 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:29:41 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:29:41 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:29:51 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:29:51 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:29:51 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:29:51 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:30:01 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:30:01 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:30:01 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:30:01 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:30:11 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:30:11 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:30:11 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:30:11 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:30:21 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:30:21 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:30:21 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:30:21 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:30:31 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:30:31 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:30:31 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:30:31 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:30:41 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:30:41 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:30:41 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:30:41 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:30:51 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:30:51 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:30:51 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:30:51 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:31:01 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:31:01 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:31:01 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:31:01 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:31:11 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:31:11 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:31:11 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:31:11 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:31:21 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:31:21 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:31:21 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:31:21 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:31:31 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:31:31 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:31:31 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:31:31 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:31:41 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:31:41 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:31:41 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:31:41 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:31:51 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:31:51 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:31:51 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:31:51 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:32:01 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:32:01 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:32:01 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:32:01 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:32:11 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:32:11 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
2026-03-09 23:32:11 | DEBUG    | FileSystemWatcher | Already processed, skipping: test_invoice.pdf
2026-03-09 23:32:11 | DEBUG    | FileSystemWatcher | Sleeping 10s before next poll.
2026-03-09 23:32:21 | DEBUG    | FileSystemWatcher | --- Poll cycle ---
2026-03-09 23:32:21 | INFO     | FileSystemWatcher | Found 1 file(s) in Inbox.
